38A,00,58,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,68,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,70,00,00,00,,,
38A,00,70,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,50,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,70,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,80,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,98,00,00,00,,,
38A,00,98,00,00,00,,,
38A,00,68,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,50,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,50,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,50,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,50,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,B0,00,00,00,,,
38A,00,A8,00,00,00,,,
38A,00,A8,00,00,00,,,
38A,00,80,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,A8,00,00,00,,,
38A,00,A0,00,00,00,,,
38A,00,A0,00,00,00,,,
38A,00,A0,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,A0,00,00,00,,,
38A,00,A0,00,00,00,,,
38A,00,A0,00,00,00,,,
38A,00,A0,00,00,00,,,
38A,00,A0,00,00,00,,,
38A,00,78,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,68,00,00,00,,,
38A,00,80,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,90,00,00,00,,,
38A,00,98,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,78,00,00,00,,,
38A,00,78,00,00,00,,,
38A,00,50,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,68,00,00,00,,,
38A,00,70,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,68,00,00,00,,,
38A,00,68,00,00,00,,,
38A,00,78,00,00,00,,,
38A,00,68,00,00,00,,,
38A,00,50,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,80,00,00,00,,,
38A,00,80,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,50,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,50,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,50,00,00,00,,,
38A,00,50,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,90,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,68,00,00,00,,,
38A,00,78,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,90,00,00,00,,,
38A,00,90,00,00,00,,,
38A,00,90,00,00,00,,,
38A,00,70,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,70,00,00,00,,,
38A,00,78,00,00,00,,,
38A,00,90,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,78,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,70,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,80,00,00,00,,,
38A,00,78,00,00,00,,,
38A,00,80,00,00,00,,,
38A,00,80,00,00,00,,,
38A,00,88,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,20,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,40,00,00,00,,,
38A,00,60,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,00,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,30,00,00,00,,,
38A,00,48,00,00,00,,,
38A,00,58,00,00,00,,,
38A,00,50,00,00,00,,,
38A,00,38,00,00,00,,,
38A,00,28,00,00,00,,,
38A,00,28,00,00,00,,,
