3B9,31,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,31,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,3,0,0
3B9,3,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,3,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,3,0,0
3B9,3,0,0
3B9,1,0,0
3B9,30,0,0
3B9,2,0,0
3B9,6,0,0
3B9,3,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,7,0,0
3B9,7,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,7,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,31,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,31,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,3,0,0
3B9,0,0,0
3B9,1,0,0
3B9,31,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,1,0,0
3B9,0,0,0
3B9,3,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,31,0,0
3B9,1,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,31,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,1,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,3,0,0
3B9,1,0,0
3B9,1,0,0
3B9,2,0,0
3B9,31,0,0
3B9,3,0,0
3B9,7,0,0
3B9,1,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,6,0,0
3B9,3,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,31,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,31,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,31,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,31,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,31,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,3,0,0
3B9,0,0,0
3B9,3,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,3,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,7,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,14,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,14,0,0
3B9,2,0,0
3B9,7,0,0
3B9,1,0,0
3B9,0,0,0
3B9,3,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,31,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,30,0,0
3B9,0,0,0
3B9,31,0,0
3B9,1,0,0
3B9,3,0,0
3B9,1,0,0
3B9,0,0,0
3B9,7,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,7,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,3,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,1,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
3B9,0,0,0
