3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,1,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,1,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,1,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,1,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,1,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,1,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
3BB,0,0,0,0
